ダウンロードした時刻：2021/02/03 17:52:42

,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢
2017/5/23,22.2,8,1,25.8,8,1,19.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,曇,8,1
2017/5/24,20.8,8,1,22.8,8,1,19.2,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,雨一時曇,8,1
2017/5/25,20.2,8,1,24.3,8,1,18.0,8,1,8.0,0,8,1,0,1,8,1,0,1,8,1,雨一時曇後晴,8,1,晴時々曇,8,1
2017/5/26,18.8,8,1,24.6,8,1,15.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴後時々雨,8,1,曇時々雨,8,1
2017/5/27,17.0,8,1,20.7,8,1,14.4,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇一時雨,8,1,曇時々雨,8,1
2017/5/28,17.8,8,1,21.6,8,1,15.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,快晴,8,1
2017/5/29,21.2,8,1,27.9,8,1,13.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,快晴,8,1
2017/5/30,23.2,8,1,29.2,8,1,17.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,曇,8,1
2017/5/31,23.4,8,1,28.1,8,1,19.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,薄曇後雨、雷を伴う,8,1
2017/6/1,21.4,8,1,25.5,8,1,18.5,8,1,11.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後晴,8,1,曇時々雨、雷を伴う,8,1
2017/6/2,17.7,8,1,20.7,8,1,15.4,8,1,5.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後晴、雷を伴う,8,1,曇一時雨,8,1
2017/6/3,15.7,8,1,18.4,8,1,13.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後一時晴,8,1,晴後時々曇,8,1
2017/6/4,16.3,8,1,21.0,8,1,12.1,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,晴一時雨,8,1,晴,8,1
2017/6/5,17.7,8,1,22.0,8,1,12.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2017/6/6,19.5,8,1,24.7,8,1,13.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,曇,8,1
2017/6/7,20.3,8,1,22.1,8,1,18.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇時々雨,8,1
2017/6/8,20.0,8,1,23.3,8,1,17.2,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,晴後薄曇,8,1
2017/6/9,20.6,8,1,24.8,8,1,14.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,晴後曇,8,1
2017/6/10,18.4,8,1,25.7,8,1,12.5,8,1,9.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,晴後時々薄曇,8,1
2017/6/11,17.4,8,1,22.0,8,1,10.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時薄曇,8,1,晴後一時曇,8,1
2017/6/12,17.0,8,1,20.6,8,1,14.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇,8,1
2017/6/13,16.5,8,1,18.7,8,1,14.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後晴,8,1
2017/6/14,17.3,8,1,21.4,8,1,12.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2017/6/15,21.1,8,1,26.8,8,1,12.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,曇一時晴、雷を伴う,8,1
2017/6/16,19.0,8,1,21.8,8,1,17.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇後一時晴,8,1
2017/6/17,20.0,8,1,25.5,8,1,16.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴後薄曇,8,1
2017/6/18,21.4,8,1,27.1,8,1,18.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,薄曇後晴,8,1
2017/6/19,21.3,8,1,26.7,8,1,16.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後薄曇,8,1
2017/6/20,24.3,8,1,30.4,8,1,17.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,曇後雨,8,1
2017/6/21,20.5,8,1,24.4,8,1,18.5,8,1,11.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇一時雨,8,1
2017/6/22,21.3,8,1,25.7,8,1,18.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,晴時々薄曇,8,1
2017/6/23,22.4,8,1,27.4,8,1,18.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,晴時々薄曇,8,1
2017/6/24,23.9,8,1,28.7,8,1,19.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,曇後雨,8,1
2017/6/25,20.3,8,1,22.3,8,1,18.5,8,1,15.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,曇後一時晴,8,1
2017/6/26,21.1,8,1,26.1,8,1,16.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,薄曇,8,1
2017/6/27,22.2,8,1,26.4,8,1,19.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,薄曇,8,1
2017/6/28,23.7,8,1,28.4,8,1,20.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴後時々曇,8,1
2017/6/29,25.1,8,1,28.7,8,1,21.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇時々雨,8,1
2017/6/30,24.8,8,1,28.3,8,1,22.4,8,1,23.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,雨時々曇、雷を伴う,8,1
2017/7/1,24.5,8,1,26.6,8,1,22.5,8,1,110.5,0,8,1,0,1,8,1,0,1,8,1,大雨後曇、雷を伴う,8,1,雨時々曇,8,1
2017/7/2,27.1,8,1,30.1,8,1,25.2,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々雨、雷を伴う,8,1
2017/7/3,27.8,8,1,32.8,8,1,24.2,8,1,17.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,雨時々曇,8,1
2017/7/4,24.1,8,1,25.7,8,1,22.4,8,1,105.0,0,8,1,0,1,8,1,0,1,8,1,大雨,8,1,雨時々曇,8,1
2017/7/5,23.8,8,1,27.2,8,1,22.1,8,1,5.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2017/7/6,24.3,8,1,28.0,8,1,21.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴,8,1
2017/7/7,24.8,8,1,29.7,8,1,20.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2017/7/8,27.1,8,1,31.7,8,1,21.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,薄曇,8,1
2017/7/9,26.9,8,1,29.0,8,1,25.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2017/7/10,28.6,8,1,32.5,8,1,24.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,薄曇,8,1
2017/7/11,29.6,8,1,35.5,8,1,24.8,8,1,22.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,曇時々雨、雷を伴う,8,1
2017/7/12,27.7,8,1,32.9,8,1,25.4,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴後一時雨,8,1,曇後一時雨,8,1
2017/7/13,27.0,8,1,29.5,8,1,24.5,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴一時曇,8,1
2017/7/14,29.0,8,1,34.1,8,1,24.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,晴時々曇,8,1
2017/7/15,28.7,8,1,32.5,8,1,25.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,薄曇,8,1
2017/7/16,27.4,8,1,30.3,8,1,24.0,8,1,34.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇一時雨,8,1
2017/7/17,27.1,8,1,30.0,8,1,25.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇一時晴,8,1
2017/7/18,27.1,8,1,30.4,8,1,25.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴一時雨,8,1,晴一時曇,8,1
2017/7/19,27.6,8,1,31.0,8,1,23.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,薄曇後晴,8,1
2017/7/20,29.3,8,1,33.4,8,1,25.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時曇,8,1
2017/7/21,30.5,8,1,34.1,8,1,26.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,薄曇,8,1
2017/7/22,30.5,8,1,34.3,8,1,27.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,曇,8,1
2017/7/23,26.8,8,1,29.1,8,1,24.8,8,1,65.5,0,8,1,0,1,8,1,0,1,8,1,大雨,8,1,曇,8,1
2017/7/24,27.3,8,1,30.5,8,1,25.8,8,1,55.5,0,8,1,0,1,8,1,0,1,8,1,　大雨時々曇、雷を伴う,8,1,曇後雨,8,1
2017/7/25,25.2,8,1,27.4,8,1,23.4,8,1,103.0,0,8,1,0,1,8,1,0,1,8,1,大雨時々曇,8,1,大雨後一時晴,8,1
2017/7/26,26.1,8,1,30.8,8,1,22.6,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2017/7/27,27.2,8,1,31.5,8,1,23.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇一時晴,8,1
2017/7/28,28.3,8,1,32.2,8,1,26.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,曇後一時雨,8,1
2017/7/29,26.9,8,1,30.3,8,1,25.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,曇,8,1
2017/7/30,27.9,8,1,31.2,8,1,25.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇一時晴,8,1
2017/7/31,28.1,8,1,31.3,8,1,26.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴後曇,8,1
2017/8/1,26.8,8,1,29.7,8,1,24.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,晴時々曇,8,1
2017/8/2,27.1,8,1,31.9,8,1,23.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2017/8/3,28.2,8,1,32.3,8,1,24.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴時々曇,8,1
2017/8/4,30.2,8,1,34.9,8,1,26.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,薄曇後晴,8,1
2017/8/5,30.5,8,1,34.7,8,1,27.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時曇,8,1
2017/8/6,31.0,8,1,35.7,8,1,28.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時曇,8,1
2017/8/7,30.3,8,1,36.1,8,1,27.1,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,雨一時曇,8,1
2017/8/8,26.0,8,1,27.7,8,1,24.8,8,1,149.5,0,8,1,0,1,8,1,0,1,8,1,大雨,8,1,雨時々曇,8,1
2017/8/9,26.7,8,1,30.3,8,1,24.7,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨後晴,8,1,曇時々晴,8,1
2017/8/10,26.4,8,1,30.1,8,1,23.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2017/8/11,28.0,8,1,31.2,8,1,25.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,曇後一時雨,8,1
2017/8/12,26.4,8,1,28.5,8,1,23.2,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後一時晴,8,1,曇時々雨,8,1
2017/8/13,25.9,8,1,29.9,8,1,23.0,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇一時雨,8,1
2017/8/14,25.5,8,1,28.9,8,1,24.0,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,曇一時雨,8,1
2017/8/15,25.9,8,1,28.8,8,1,23.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇時々雨,8,1
2017/8/16,25.5,8,1,28.5,8,1,23.9,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後一時晴,8,1,晴,8,1
2017/8/17,26.7,8,1,30.3,8,1,23.0,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇一時雨、雷を伴う,8,1
2017/8/18,26.4,8,1,29.5,8,1,24.3,8,1,17.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後晴、雷を伴う,8,1,曇,8,1
2017/8/19,27.0,8,1,30.8,8,1,24.8,8,1,5.0,0,8,1,0,1,8,1,0,1,8,1,晴一時雨後薄曇,8,1,薄曇後晴,8,1
2017/8/20,26.9,8,1,30.9,8,1,23.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,薄曇,8,1
2017/8/21,28.8,8,1,32.5,8,1,24.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,曇,8,1
2017/8/22,28.9,8,1,33.5,8,1,25.8,8,1,5.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇一時雨、雷を伴う,8,1
2017/8/23,28.4,8,1,31.2,8,1,26.4,8,1,18.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇一時雨,8,1
2017/8/24,29.9,8,1,33.1,8,1,27.1,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,曇後一時雨,8,1
2017/8/25,27.9,8,1,30.4,8,1,23.3,8,1,67.0,0,8,1,0,1,8,1,0,1,8,1,大雨後曇、雷を伴う,8,1,曇時々雨一時晴、雷を伴う,8,1
2017/8/26,26.6,8,1,30.8,8,1,22.5,8,1,11.5,0,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,薄曇後晴,8,1
2017/8/27,25.7,8,1,30.8,8,1,21.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,曇,8,1
2017/8/28,27.9,8,1,33.0,8,1,23.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,曇一時晴,8,1
2017/8/29,27.9,8,1,33.0,8,1,23.7,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇一時雨,8,1,雨時々曇,8,1
2017/8/30,23.9,8,1,28.6,8,1,20.3,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇一時晴,8,1
2017/8/31,23.8,8,1,28.6,8,1,21.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴,8,1
2017/9/1,23.6,8,1,29.1,8,1,18.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,曇,8,1
2017/9/2,23.6,8,1,28.5,8,1,20.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴,8,1
2017/9/3,22.2,8,1,27.0,8,1,18.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴後一時薄曇,8,1
2017/9/4,21.6,8,1,26.9,8,1,16.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,晴時々薄曇,8,1
2017/9/5,23.5,8,1,29.0,8,1,18.6,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,雨,8,1
2017/9/6,22.5,8,1,25.0,8,1,20.6,8,1,14.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇後雨,8,1
2017/9/7,23.1,8,1,27.6,8,1,21.4,8,1,41.0,0,8,1,0,1,8,1,0,1,8,1,大雨時々曇,8,1,雨後一時晴,8,1
2017/9/8,23.8,8,1,27.6,8,1,20.9,8,1,5.5,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2017/9/9,23.7,8,1,28.9,8,1,18.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,晴一時曇,8,1
2017/9/10,24.6,8,1,29.4,8,1,20.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,薄曇,8,1
2017/9/11,25.7,8,1,31.1,8,1,21.9,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,雨時々曇,8,1
2017/9/12,25.0,8,1,29.3,8,1,21.4,8,1,30.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇後晴,8,1,曇時々雨,8,1
2017/9/13,24.3,8,1,28.2,8,1,21.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇時々晴一時雨,8,1
2017/9/14,22.2,8,1,25.6,8,1,19.4,8,1,12.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,曇時々晴,8,1
2017/9/15,21.1,8,1,26.1,8,1,17.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,薄曇,8,1
2017/9/16,20.3,8,1,22.7,8,1,18.1,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨,8,1,曇一時雨,8,1
2017/9/17,21.6,8,1,24.2,8,1,18.9,8,1,16.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,大雨時々曇、雷を伴う,8,1
2017/9/18,22.9,8,1,25.9,8,1,20.1,8,1,30.5,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴,8,1
2017/9/19,23.0,8,1,27.4,8,1,17.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,薄曇後一時晴,8,1
2017/9/20,23.4,8,1,29.0,8,1,19.5,8,1,19.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴一時雨,8,1,曇時々晴一時雨,8,1
2017/9/21,21.8,8,1,25.9,8,1,18.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2017/9/22,21.7,8,1,26.9,8,1,16.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,曇後一時晴,8,1
2017/9/23,22.8,8,1,26.9,8,1,19.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,曇後晴,8,1
2017/9/24,22.3,8,1,26.9,8,1,18.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴,8,1
2017/9/25,21.9,8,1,26.7,8,1,17.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,快晴,8,1
2017/9/26,22.5,8,1,27.8,8,1,17.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,薄曇一時晴,8,1
2017/9/27,22.2,8,1,26.8,8,1,18.3,8,1,8.0,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,大雨,8,1
2017/9/28,17.1,8,1,19.2,8,1,13.7,8,1,36.5,0,8,1,0,1,8,1,0,1,8,1,雨後曇一時晴,8,1,快晴,8,1
2017/9/29,19.1,8,1,25.0,8,1,12.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴時々薄曇,8,1
2017/9/30,20.1,8,1,24.7,8,1,16.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2017/10/1,20.1,8,1,25.3,8,1,14.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,曇,8,1
2017/10/2,19.8,8,1,21.5,8,1,18.8,8,1,12.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,曇時々雨,8,1
2017/10/3,18.7,8,1,20.5,8,1,16.6,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇一時雨,8,1
2017/10/4,16.6,8,1,20.7,8,1,12.4,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,曇一時晴,8,1
2017/10/5,16.4,8,1,21.6,8,1,11.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,曇,8,1
2017/10/6,17.3,8,1,21.4,8,1,15.4,8,1,13.0,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,雨一時曇,8,1
2017/10/7,19.7,8,1,24.1,8,1,15.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇一時晴,8,1
2017/10/8,21.8,8,1,26.9,8,1,18.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,晴一時曇,8,1
2017/10/9,22.1,8,1,26.4,8,1,18.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇時々晴,8,1
2017/10/10,22.7,8,1,26.6,8,1,18.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇時々晴,8,1
2017/10/11,23.3,8,1,27.6,8,1,20.0,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇後大雨,8,1
2017/10/12,16.6,8,1,20.9,8,1,12.2,8,1,48.0,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,雨,8,1
2017/10/13,16.0,8,1,20.4,8,1,12.2,8,1,11.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴一時雨,8,1,曇一時晴,8,1
2017/10/14,18.4,8,1,22.3,8,1,15.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後一時晴,8,1,曇,8,1
2017/10/15,16.3,8,1,17.2,8,1,14.4,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,雨時々曇,8,1
2017/10/16,14.6,8,1,15.9,8,1,13.7,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇一時雨,8,1
2017/10/17,16.9,8,1,22.2,8,1,13.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴後曇,8,1
2017/10/18,15.3,8,1,18.8,8,1,12.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇後雨,8,1
2017/10/19,14.1,8,1,16.1,8,1,12.6,8,1,5.5,0,8,1,0,1,8,1,0,1,8,1,雨後時々曇,8,1,雨時々曇,8,1
2017/10/20,16.4,8,1,19.1,8,1,13.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2017/10/21,17.9,8,1,20.4,8,1,16.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇後雨,8,1
2017/10/22,17.4,8,1,18.5,8,1,16.3,8,1,82.0,0,8,1,0,1,8,1,0,1,8,1,大雨,8,1,暴風雨、雷を伴う,8,1
2017/10/23,13.7,8,1,16.4,8,1,12.1,8,1,55.0,0,8,1,0,1,8,1,0,1,8,1,雨後時々曇、大風を伴う,8,1,曇,8,1
2017/10/24,14.1,8,1,18.8,8,1,9.2,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,雨一時曇,8,1
2017/10/25,13.9,8,1,15.7,8,1,12.2,8,1,19.5,0,8,1,0,1,8,1,0,1,8,1,雨後曇一時晴,8,1,晴時々曇,8,1
2017/10/26,14.9,8,1,20.4,8,1,10.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴,8,1
2017/10/27,16.1,8,1,22.5,8,1,10.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,晴後時々曇,8,1
2017/10/28,16.1,8,1,19.0,8,1,13.5,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,雨,8,1
2017/10/29,16.2,8,1,18.1,8,1,14.7,8,1,29.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨時々曇,8,1
2017/10/30,13.0,8,1,17.0,8,1,9.9,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,曇時々晴一時雨,8,1
2017/10/31,12.4,8,1,17.6,8,1,9.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴,8,1
2017/11/1,13.8,8,1,19.6,8,1,7.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴後曇,8,1
2017/11/2,15.5,8,1,20.7,8,1,11.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇後一時晴,8,1,薄曇後一時晴,8,1
2017/11/3,16.5,8,1,20.8,8,1,11.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,曇後雨、雷を伴う,8,1
2017/11/4,12.4,8,1,18.0,8,1,9.3,8,1,18.5,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,曇時々雨,8,1
2017/11/5,11.4,8,1,16.4,8,1,7.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,快晴,8,1
2017/11/6,13.0,8,1,20.3,8,1,6.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2017/11/7,14.9,8,1,21.1,8,1,7.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,曇,8,1
2017/11/8,17.9,8,1,22.6,8,1,13.8,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇後晴一時雨、雷を伴う,8,1,曇時々晴,8,1
2017/11/9,13.1,8,1,17.0,8,1,8.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴,8,1
2017/11/10,13.3,8,1,20.3,8,1,6.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,雨時々曇一時晴,8,1
2017/11/11,12.7,8,1,20.5,8,1,8.9,8,1,24.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇一時晴,8,1,曇時々雨一時晴,8,1
2017/11/12,9.7,8,1,13.8,8,1,6.8,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,快晴,8,1
2017/11/13,10.9,8,1,16.7,8,1,4.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,曇時々晴後一時雨,8,1
2017/11/14,14.6,8,1,16.6,8,1,11.0,8,1,6.0,0,8,1,0,1,8,1,0,1,8,1,雨後曇一時晴,8,1,曇時々晴,8,1
2017/11/15,11.5,8,1,14.1,8,1,8.4,8,1,8.5,0,8,1,0,1,8,1,0,1,8,1,晴時々雨、雷を伴う,8,1,雨時々曇、雷・あられを伴う,8,1
